,0
251,-4.151792425499159
252,-1.7964195453382725
253,-9.698759378845319
254,7.1285903717438135
255,0.9641606772809626
256,-3.67168431238484
257,6.787691118109851
258,-0.3631642096594491
259,-2.3472948670979
260,1.6035990198287484
261,-2.490301815255238
262,-5.296571206520622
263,-1.0296950202522184
264,3.137907575823492
265,-1.101970511097784
266,5.48150141558682
267,-1.963148141047748
268,0.6663019499727123
269,-0.8936079369224381
270,-9.246898351249426
271,-8.038556141958916
272,-0.03922102459372265
273,-2.034141154026261
274,2.556498701815792
275,0.7666431731033763
276,8.812291112821136
277,-1.9491451592576055
278,-3.6626372449856253
279,-0.2742359127336423
280,-0.6747060448553287
281,-1.2135135205874363
282,-3.707567388774804
283,1.0026747328794978
284,0.9836267446555127
285,3.5414351763143768
286,0.24733664634177618
287,-2.4217393876441564
288,-0.6494345998284615
289,1.78169297795006
290,-3.515963492623167
291,0.61992229201515
292,-1.5403495641287683
293,5.376910517953538
294,-0.40531228645492545
295,2.682533841966851
296,4.062545582367004
297,-0.8764095156429772
298,-1.901642845841316
299,-1.1854174709459344
300,0.6393420368782669
301,-0.9004440903979585
302,-1.0603273908399478
303,-0.303684172087408
304,-0.4149056138941369
305,1.2653502325139558
306,1.4795764029109597
307,0.1861586081561552
308,-0.6652678407720068
309,-3.094087964136989
310,-0.632172049071198
311,-3.4595579999675516
312,2.3912631078499222
313,-2.9310306383720657
314,-1.119355110024039
315,2.790641597483025
316,-2.9906150505714955
317,-0.3150907875920898
318,-0.7938463753590151
319,-3.046048294154918
320,1.7456011674291345
321,-1.4969821334010243
322,1.2509048386451371
323,-1.2897669606028486
324,2.838346615507235
325,1.2890152142768392
326,-3.2354413945547016
327,-9.188257450467486
328,1.9767833232028291
329,1.5482293442680257
330,1.0555831440521706
331,1.325112824375404
332,4.259750469346959
333,11.46817597842764
334,3.440984650575571
335,3.4275046236040545
336,-5.140794443092106
337,2.3990191761115396
338,2.5625263714726856
339,-2.404505560468329
340,1.3064296646133187
341,-2.0087999046615184
342,2.626473129129401
343,-1.3812940526935342
344,1.6731835059173612
345,-1.7298829173491064
346,-1.5685979482253976
347,-6.317605167798196
348,-12.820132726202807
349,3.988200489792188
350,8.081862869348171
351,6.816431572822508
352,-3.448418823189366
353,-2.3806978220739112
354,1.3286002478269947
355,-1.801920409950829
356,-1.9699558644183628
357,1.3305964668939023
358,3.6505704058004884
359,-0.08594306124892334
360,3.236318173059114
361,-0.10998677697827972
362,3.774562639097305
363,-3.880810983046104
364,-4.205724228320071
365,-0.0525969355449463
366,-0.03174078893231863
367,-0.3464215032405218
368,-3.5534091483034556
369,0.6989940326978656
370,-1.9847658127404189
371,-3.887698561045717
372,5.435414902560166
373,0.4464408890506095
374,-0.014639019697759903
375,3.06302924034287
376,2.4015248438580543
377,-2.0570149906360133
378,1.2103551840609599
379,1.3225258966461517
380,1.3132370336058385
381,0.010364370305680697
382,0.8224107206279366
383,2.5099097899091554
384,-1.5647029577525895
385,2.7577858553628114
386,0.16859390508439354
387,-0.8964983508789685
388,-3.517434167047199
389,-5.3208082623135065
390,-1.4579600029087318
391,2.1735211232167533
392,-0.31681599613245515
393,-0.42387454697790244
394,-1.6279521806036843
395,0.320727289982475
396,2.625644166598671
397,3.351094734998169
398,-0.4963444364971862
399,0.4394904917565538
