Date,USDT-USD,TRX-USD,ETH-USD,XMR-USD,BTC-USD,EOS-USD,XLE,XLF,XLP,XLC,XRP-USD,ADA-USD,XLB,XLU,XLV,XLM-USD,IOT-USD,XLY,XLK,LINK-USD,XLI,DASH-USD,BCH-USD,XLRE,LTC-USD,BNB-USD
1999-02-02,,,,,,,11.185463905334473,11.364269256591797,14.781758308410645,,,,12.04185390472412,11.856338500976562,18.588502883911133,,,20.27698135375977,27.936256408691406,,15.289640426635742,,,,,
1999-02-03,,,,,,,11.444096565246582,11.448514938354492,14.730250358581545,,,,12.050684928894045,11.920147895812988,18.94348907470703,,,20.603290557861328,28.13570785522461,,15.438085556030272,,,,,
1999-02-04,,,,,,,11.508743286132812,11.180474281311035,14.66157054901123,,,,12.404077529907228,11.741475105285645,18.803651809692383,,,20.48676109313965,27.17360496520996,,15.457879066467283,,,,,
1999-02-05,,,,,,,11.83202075958252,11.088583946228027,14.43839168548584,,,,12.571943283081056,11.747851371765137,18.588502883911133,,,19.97400665283203,26.51656150817871,,15.408405303955078,,,,,
1999-02-08,,,,,,,11.993666648864746,11.057952880859377,14.412639617919922,,,,12.510103225708008,11.747851371765137,18.57774543762207,,,20.3002986907959,26.96240997314453,,15.457879066467283,,,,,
1999-02-09,,,,,,,11.767367362976074,10.904800415039062,14.155115127563477,,,,12.271557807922363,11.798903465270996,18.244279861450195,,,19.6710147857666,25.90645217895508,,15.2500638961792,,,,,
1999-02-10,,,,,,,11.799697875976562,10.996689796447754,14.258129119873049,,,,12.298067092895508,11.715946197509766,18.287296295166016,,,19.6710147857666,26.094175338745117,,15.309442520141602,,,,,
1999-02-11,,,,,,,11.702713012695312,11.440848350524902,14.498480796813965,,,,12.174379348754885,11.76699447631836,18.782140731811523,,,20.311952590942383,27.19708251953125,,15.517264366149902,,,,,
1999-02-12,,,,,,,11.46025276184082,11.272372245788574,14.378300666809082,,,,12.112529754638672,11.57556438446045,18.502450942993164,,,19.950693130493164,26.117637634277344,,15.42819118499756,,,,,
1999-02-16,,,,,,,11.379433631896973,11.440848350524902,14.549976348876951,,,,11.997676849365234,11.786140441894531,18.674562454223633,,,20.20706558227539,26.000303268432617,,15.507353782653809,,,,,
1999-02-17,,,,,,,11.266286849975586,11.486797332763672,14.404056549072266,,,,11.873992919921877,11.70318603515625,18.480937957763672,,,20.13715171813965,25.413654327392575,,15.507353782653809,,,,,
1999-02-18,,,,,,,11.298616409301758,11.601667404174805,14.558568000793455,,,,11.9623441696167,11.91376495361328,18.717592239379883,,,20.160463333129883,25.554454803466797,,15.507353782653809,,,,,
1999-02-19,,,,,,,11.23395824432373,11.639955520629885,14.498480796813965,,,,12.059524536132812,11.786140441894531,18.771379470825195,,,20.265350341796875,25.78911590576172,,15.606324195861816,,,,,
1999-02-22,,,,,,,11.347108840942385,11.976898193359377,14.807504653930664,,,,12.262725830078123,12.169015884399414,19.169395446777344,,,20.778099060058594,26.70429420471191,,15.84383773803711,,,,,
1999-02-23,,,,,,,11.2501220703125,12.130057334899902,14.781758308410645,,,,12.156710624694824,11.786140441894531,19.137123107910156,,,20.673206329345703,27.056276321411133,,15.833931922912598,,,,,
1999-02-24,,,,,,,11.20162868499756,11.731846809387209,14.695916175842283,,,,12.121367454528809,11.89462661743164,18.911224365234375,,,20.41683006286621,26.305360794067383,,15.794361114501951,,,,,
1999-02-25,,,,,,,11.258201599121094,11.65527057647705,14.524236679077148,,,,12.121367454528809,11.639375686645508,18.728357315063477,,,20.183767318725582,26.37577247619629,,15.47767448425293,,,,,
1999-02-26,,,,,,,11.185463905334473,11.869691848754885,14.567151069641112,,,,12.121367454528809,11.709568977355955,18.782140731811523,,,20.358570098876953,25.577917098999023,,15.527155876159668,,,,,
1999-03-01,,,,,,,11.07232666015625,11.91563606262207,14.498480796813965,,,,11.980010986328123,11.537270545959473,18.749868392944336,,,20.370222091674805,25.460596084594727,,15.517264366149902,,,,,
1999-03-02,,,,,,,10.959169387817385,11.946269989013672,14.45555591583252,,,,11.873992919921877,11.364980697631836,18.739097595214844,,,20.41683006286621,24.780086517333984,,15.3886079788208,,,,,
1999-03-03,,,,,,,11.20162868499756,11.831396102905272,14.45555591583252,,,,11.79448127746582,11.371363639831545,18.620773315429688,,,20.311952590942383,25.202468872070312,,15.299535751342772,,,,,
1999-03-04,,,,,,,11.605730056762695,12.0994234085083,14.652995109558104,,,,11.829816818237305,11.550039291381836,18.954252243041992,,,20.743125915527344,25.460596084594727,,15.596427917480469,,,,,
1999-03-05,,,,,,,11.82394313812256,12.40574073791504,14.876174926757812,,,,12.22738552093506,11.747851371765137,19.384538650512695,,,21.37241554260254,26.0472412109375,,15.942800521850586,,,,,
1999-03-08,,,,,,,11.993666648864746,12.321504592895508,14.944851875305176,,,,12.306894302368164,11.613848686218262,19.40605354309082,,,21.46564292907715,26.79816246032715,,16.031858444213867,,,,,
1999-03-09,,,,,,,11.864355087280272,12.42105484008789,14.962023735046388,,,,12.200883865356444,11.581945419311523,19.255451202392575,,,21.523908615112305,26.51656150817871,,16.111032485961914,,,,,
1999-03-10,,,,,,,12.54324436187744,12.650793075561523,14.79892635345459,,,,12.36874294281006,11.543652534484863,19.427587509155273,,,21.46564292907715,26.51656150817871,,16.08135223388672,,,,,
1999-03-11,,,,,,,12.721044540405272,12.712054252624512,14.944851875305176,,,,12.501261711120604,11.632989883422852,19.556659698486328,,,21.69871711730957,26.469633102416992,,16.101131439208984,,,,,
1999-03-12,,,,,,,12.672551155090332,12.735028266906738,15.073610305786133,,,,12.448254585266112,11.760610580444336,19.4490909576416,,,21.791948318481445,26.234968185424805,,16.150619506835938,,,,,
1999-03-15,,,,,,,12.575569152832031,12.77331829071045,15.202378273010254,,,,12.47475814819336,11.792525291442873,19.513626098632812,,,21.838558197021484,26.657360076904297,,16.111032485961914,,,,,
1999-03-16,,,,,,,12.510913848876951,12.589536666870115,15.27104663848877,,,,12.421744346618652,11.747851371765137,19.470603942871097,,,21.72201919555664,27.11494827270508,,16.00217628479004,,,,,
1999-03-17,,,,,,,12.834190368652344,12.482316970825195,15.013524055480955,,,,12.386412620544434,11.639375686645508,19.3630313873291,,,21.62878799438477,26.93895721435547,,15.972489356994627,,,,,
1999-03-18,,,,,,,12.995831489562988,12.77331829071045,15.27104663848877,,,,12.651450157165527,11.811668395996094,19.631959915161133,,,22.001693725585938,27.31439208984375,,16.012060165405273,,,,,
1999-03-19,,,,,,,12.86411190032959,12.530807495117188,15.203415870666504,,,,12.66740894317627,11.593890190124512,19.5459041595459,,,21.698949813842773,26.657360076904297,,16.11155891418457,,,,,
1999-03-22,,,,,,,12.94522190093994,12.56152629852295,15.194822311401367,,,,12.702863693237305,11.63243579864502,19.49211883544922,,,21.465621948242188,26.657360076904297,,15.992358207702637,,,,,
1999-03-23,,,,,,,12.718111038208008,12.131540298461914,14.76485824584961,,,,12.383746147155762,11.266308784484863,18.954252243041992,,,20.812320709228516,25.882984161376953,,15.61490535736084,,,,,
1999-03-24,,,,,,,12.653223991394045,12.100825309753418,14.756267547607422,,,,12.39260959625244,11.42047119140625,19.04030990600586,,,20.64899444580078,26.38748550415039,,15.575170516967772,,,,,
